Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
15.0,Lovely Venom,16,8,0,19,0,11,0,7,1,Lobby 1,Semifinals,3.0,0.0,12.0,1.0
16.0,OMEGA,14,13,0,8,0,18,3,14,0,Lobby 1,Semifinals,12.0,2.0,8.0,2.0
17.0,BTH,12,14,1,10,3,7,0,10,0,Lobby 1,Semifinals,17.0,0.0,19.0,0.0
18.0,Seven,9,17,0,16,3,20,0,8,3,Lobby 1,Semifinals,18.0,1.0,17.0,0.0
19.0,QUAS,9,11,0,15,0,16,1,18,3,Lobby 1,Semifinals,8.0,1.0,18.0,0.0
20.0,Voy a Hacer,7,15,2,14,0,12,0,13,0,Lobby 1,Semifinals,20.0,0.0,15.0,0.0
1.0,Blagueur,85,3,9,20,2,5,12,3,11,Lobby 2,Semifinals,1.0,18.0,17.0,3.0
2.0,USB,59,9,5,18,0,11,1,2,10,Lobby 2,Semifinals,6.0,7.0,2.0,12.0
3.0,SLU,58,12,5,1,14,2,11,20,0,Lobby 2,Semifinals,13.0,4.0,14.0,0.0
4.0,Love Egirls,53,13,3,8,6,1,12,7,5,Lobby 2,Semifinals,12.0,8.0,16.0,0.0
5.0,Mystical,48,2,9,3,0,12,0,10,2,Lobby 2,Semifinals,3.0,1.0,3.0,3.0
6.0,AIM,43,20,0,2,17,16,1,12,4,Lobby 2,Semifinals,20.0,0.0,8.0,9.0
7.0,Morri Nem Vi,40,4,4,10,0,8,3,1,7,Lobby 2,Semifinals,10.0,1.0,12.0,1.0
8.0,AGCL,38,18,0,4,3,17,0,15,0,Lobby 2,Semifinals,9.0,4.0,1.0,11.0
9.0,As Misera,36,8,1,7,0,3,3,6,3,Lobby 2,Semifinals,2.0,2.0,15.0,2.0
10.0,AsheTeam,32,5,5,5,5,15,0,5,4,Lobby 2,Semifinals,11.0,1.0,7.0,0.0
11.0,ElemenT,30,7,1,14,3,4,5,11,3,Lobby 2,Semifinals,7.0,4.0,11.0,0.0
12.0,AK47,27,11,0,13,3,6,0,19,0,Lobby 2,Semifinals,4.0,5.0,5.0,5.0
13.0,Natural Killer,26,10,1,17,0,14,5,9,4,Lobby 2,Semifinals,5.0,2.0,10.0,3.0
14.0,ALFA WARRIORS,24,1,7,12,1,18,0,8,1,Lobby 2,Semifinals,16.0,0.0,18.0,0.0
15.0,Os MIAU,19,6,2,6,1,7,0,4,1,Lobby 2,Semifinals,18.0,0.0,13.0,0.0
16.0,PoliShopu,14,15,1,9,0,20,1,14,0,Lobby 2,Semifinals,8.0,1.0,9.0,3.0
17.0,LostSoulsDreamer,11,16,0,16,0,10,0,16,0,Lobby 2,Semifinals,17.0,0.0,4.0,4.0
18.0,OS CRIAS,10,14,0,19,1,19,2,13,2,Lobby 2,Semifinals,19.0,0.0,6.0,0.0
19.0,Tharsis,4,17,0,11,0,13,0,17,0,Lobby 2,Semifinals,14.0,0.0,19.0,1.0
20.0,Pandora,4,19,0,15,0,9,0,18,0,Lobby 2,Semifinals,15.0,0.0,20.0,0.0
1.0,OF,65,2,8,1,6,12,3,13,5,Lobby 1,Finals,5.0,7.0,3.0,2.0
2.0,KZN,65,9,1,3,6,2,3,2,4,Lobby 1,Finals,1.0,11.0,15.0,0.0
3.0,MonsTer Team,54,5,11,5,4,1,15,16,2,Lobby 1,Finals,15.0,0.0,13.0,0.0
4.0,Los Makias,52,14,1,4,1,3,1,1,7,Lobby 1,Finals,18.0,0.0,2.0,8.0
5.0,Duty calls,51,1,17,19,1,16,0,5,5,Lobby 1,Finals,7.0,9.0,19.0,0.0
6.0,Blagueur,46,13,4,8,9,4,9,11,6,Lobby 1,Finals,14.0,1.0,10.0,5.0
7.0,USB,46,3,3,12,1,20,1,9,1,Lobby 1,Finals,10.0,0.0,1.0,16.0
8.0,Love Egirls,38,12,0,2,16,15,0,12,3,Lobby 1,Finals,9.0,4.0,14.0,0.0
9.0,SLU,36,8,0,14,0,13,3,14,6,Lobby 1,Finals,2.0,9.0,7.0,1.0
10.0,AsheTeam,34,18,0,10,2,6,4,3,5,Lobby 1,Finals,3.0,1.0,8.0,1.0
11.0,As Misera,31,7,5,6,0,10,0,17,2,Lobby 1,Finals,8.0,4.0,5.0,6.0
12.0,Chimera,28,19,0,13,3,5,11,4,1,Lobby 1,Finals,6.0,0.0,17.0,0.0
13.0,AGCL,21,6,1,17,0,8,0,8,5,Lobby 1,Finals,12.0,0.0,4.0,2.0
14.0,BHT,18,4,5,11,0,7,0,18,0,Lobby 1,Finals,11.0,2.0,12.0,0.0
15.0,AIM,17,16,0,7,3,17,0,7,4,Lobby 1,Finals,16.0,0.0,9.0,2.0
16.0,PRDX,12,10,0,18,0,19,0,20,0,Lobby 1,Finals,17.0,2.0,6.0,5.0
17.0,Mystical,12,17,0,16,0,14,0,10,2,Lobby 1,Finals,4.0,2.0,18.0,0.0
18.0,Aposentados,9,11,1,20,0,9,4,15,0,Lobby 1,Finals,20.0,0.0,20.0,0.0
19.0,Slav Animals,9,15,0,15,2,18,0,19,0,Lobby 1,Finals,13.0,0.0,11.0,3.0
20.0,Morri Nem Vi,6,20,0,9,0,11,0,6,0,Lobby 1,Finals,19.0,0.0,16.0,0.0
