Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
4.0,HIT,47,15,0,5,4,16,0,15,3,Lobby 2,Semifinals,16.0,1.0,1.0,21.0,Split_1
5.0,ARK5,41,14,0,18,0,7,8,4,7,Lobby 2,Semifinals,14.0,2.0,4.0,9.0,Split_1
6.0,YaBaL,41,19,0,7,7,17,0,1,12,Lobby 2,Semifinals,8.0,1.0,9.0,2.0,Split_1
7.0,SyS,40,8,1,3,4,3,4,8,0,Lobby 2,Semifinals,18.0,3.0,5.0,6.0,Split_1
8.0,EXiA KR,38,6,0,11,5,18,3,5,3,Lobby 2,Semifinals,1.0,7.0,18.0,0.0,Split_1
9.0,NFM,36,7,8,17,0,6,4,18,2,Lobby 2,Semifinals,10.0,10.0,12.0,3.0,Split_1
10.0,Crest,33,3,6,8,5,19,0,9,2,Lobby 2,Semifinals,6.0,3.0,14.0,2.0,Split_1
11.0,Solid,32,9,3,9,3,1,8,17,0,Lobby 2,Semifinals,15.0,0.0,15.0,0.0,Split_1
12.0,NANB,32,10,0,6,0,11,2,2,6,Lobby 2,Semifinals,13.0,0.0,3.0,1.0,Split_1
13.0,3DONE,31,16,3,15,2,12,3,13,4,Lobby 2,Semifinals,3.0,6.0,11.0,2.0,Split_1
14.0,BlackGorillaN,30,11,4,4,3,8,1,7,0,Lobby 2,Semifinals,5.0,5.0,8.0,0.0,Split_1
15.0,RUG,26,1,3,19,0,13,3,19,1,Lobby 2,Semifinals,9.0,0.0,6.0,1.0,Split_1
16.0,Zenith,25,2,3,14,0,4,4,11,0,Lobby 2,Semifinals,19.0,0.0,10.0,0.0,Split_1
17.0,GEMI,17,17,0,13,4,14,1,12,8,Lobby 2,Semifinals,17.0,0.0,17.0,1.0,Split_1
18.0,Eclat,14,18,0,10,0,5,0,6,0,Lobby 2,Semifinals,7.0,1.0,13.0,0.0,Split_1
19.0,Fada-one Arcana,11,20,1,16,3,10,0,16,0,Lobby 2,Semifinals,12.0,0.0,16.0,4.0,Split_1
20.0,DXM,10,12,9,20,0,20,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1
1.0,HIT,67,5,3,2,11,17,0,14,4,Lobby 1,Finals,1.0,5.0,2.0,9.0,Split_1
2.0,shes,65,1,14,17,0,16,0,11,4,Lobby 1,Finals,3.0,19.0,10.0,6.0,Split_1
3.0,Fujii Gaming,61,17,0,1,11,3,7,2,6,Lobby 1,Finals,13.0,6.0,8.0,0.0,Split_1
4.0,EXiA KR,56,14,0,10,3,12,3,13,2,Lobby 1,Finals,2.0,11.0,1.0,11.0,Split_1
5.0,NrTv.Vs,46,7,4,12,3,1,12,9,2,Lobby 1,Finals,6.0,0.0,9.0,2.0,Split_1
6.0,OC,39,4,3,3,2,9,3,4,5,Lobby 1,Finals,9.0,0.0,7.0,2.0,Split_1
7.0,REAH,37,16,0,4,9,6,6,15,0,Lobby 1,Finals,4.0,7.0,14.0,0.0,Split_1
8.0,BEXT,35,9,6,8,5,13,3,5,8,Lobby 1,Finals,20.0,0.0,16.0,4.0,Split_1
9.0,Crest,35,8,0,7,4,4,6,3,6,Lobby 1,Finals,8.0,0.0,17.0,0.0,Split_1
10.0,YaBaL,35,10,4,15,0,7,1,1,11,Lobby 1,Finals,14.0,0.0,19.0,0.0,Split_1
11.0,KaisenDONDON,31,6,2,16,1,5,0,8,3,Lobby 1,Finals,10.0,4.0,4.0,5.0,Split_1
12.0,TSURUGI,29,19,0,5,3,2,7,7,2,Lobby 1,Finals,16.0,0.0,15.0,0.0,Split_1
13.0,LFT wax,25,2,5,20,0,8,4,18,0,Lobby 1,Finals,15.0,0.0,13.0,3.0,Split_1
14.0,ARK5,24,13,1,13,0,11,0,10,2,Lobby 1,Finals,5.0,2.0,5.0,6.0,Split_1
15.0,SyS,23,3,9,14,0,19,0,17,0,Lobby 1,Finals,7.0,2.0,12.0,0.0,Split_1
16.0,RAVENS,17,15,1,9,1,14,0,12,1,Lobby 1,Finals,17.0,0.0,3.0,2.0,Split_1
17.0,GENIUS,15,20,0,6,3,10,1,16,2,Lobby 1,Finals,11.0,1.0,11.0,1.0,Split_1
18.0,ScL,13,18,0,18,0,18,3,6,2,Lobby 1,Finals,12.0,0.0,6.0,1.0,Split_1
19.0,RAZE,9,11,3,11,0,15,0,19,0,Lobby 1,Finals,18.0,0.0,18.0,3.0,Split_1
20.0,NFM,2,12,0,19,0,20,0,20,0,Lobby 1,Finals,19.0,1.0,20.0,0.0,Split_1
1.0,Fada-one Arcana,49,54,88,73,44,112,1010,82,66,Lobby 1,Round_1,,,,,Split_1
2.0,RDNS,42,37,44,63,88,37,55,45,33,Lobby 1,Round_1,,,,,Split_1
3.0,NEXT ALTAIR,37,63,0,37,44,151,0,112,1010,Lobby 1,Round_1,,,,,Split_1
4.0,NegiNuki,33,45,33,45,0,131,11,37,1111,Lobby 1,Round_1,,,,,Split_1
5.0,JDT,29,29,55,82,22,63,33,54,11,Lobby 1,Round_1,,,,,Split_1
6.0,Serpens,29,102,0,112,1111,141,0,73,0,Lobby 1,Round_1,,,,,Split_1
7.0,0_Reverse,28,112,99,141,0,73,22,111,0,Lobby 1,Round_1,,,,,Split_1
8.0,RAZE,27,111,22,29,55,54,33,63,0,Lobby 1,Round_1,,,,,Split_1
9.0,BEXT,27,73,0,54,55,82,11,29,33,Lobby 1,Round_1,,,,,Split_1
10.0,EGJP,21,82,66,121,33,121,22,131,55,Lobby 1,Round_1,,,,,Split_1
11.0,BlackGorillaN,21,151,11,131,0,29,55,121,33,Lobby 1,Round_1,,,,,Split_1
12.0,SUK,17,141,0,151,0,45,66,92,22,Lobby 1,Round_1,,,,,Split_1
13.0,KaisenDONDON,11,92,22,102,0,111,0,102,22,Lobby 1,Round_1,,,,,Split_1
14.0,HIT,9,131,11,111,0,92,33,151,0,Lobby 1,Round_1,,,,,Split_1
15.0,LandMarkGondola,7,121,0,92,0,102,11,141,0,Lobby 1,Round_1,,,,,Split_1
1.0,EXiA KR,58,112,99,141,0,112,2020,121,33,Lobby 2,Round_1,,,,,Split_1
2.0,Trick or Treat,43,37,11,29,33,102,22,112,77,Lobby 2,Round_1,,,,,Split_1
3.0,ICHC,40,45,77,112,1414,141,0,131,0,Lobby 2,Round_1,,,,,Split_1
4.0,RAVENS,37,63,44,45,55,54,11,29,66,Lobby 2,Round_1,,,,,Split_1
5.0,Zenith,34,82,44,63,11,37,66,45,66,Lobby 2,Round_1,,,,,Split_1
6.0,SyS,33,54,33,37,0,29,44,54,22,Lobby 2,Round_1,,,,,Split_1
7.0,Solid,28,131,0,73,66,82,22,37,77,Lobby 2,Round_1,,,,,Split_1
8.0,We Can Do it,27,29,77,92,0,92,11,102,44,Lobby 2,Round_1,,,,,Split_1
9.0,LapiLegends,16,102,11,82,55,63,0,141,22,Lobby 2,Round_1,,,,,Split_1
10.0,OC,15,73,22,54,33,111,0,92,0,Lobby 2,Round_1,,,,,Split_1
11.0,IR,12,92,0,111,0,73,22,63,11,Lobby 2,Round_1,,,,,Split_1
12.0,Ignition,11,121,0,102,22,45,0,111,0,Lobby 2,Round_1,,,,,Split_1
13.0,BeastMode,9,111,0,121,33,121,0,82,11,Lobby 2,Round_1,,,,,Split_1
14.0,WOW.AXIS,7,141,0,131,0,131,11,73,0,Lobby 2,Round_1,,,,,Split_1
1.0,Crest,59,37,44,63,0,112,1313,112,88,Lobby 3,Round_1,,,,,Split_1
2.0,shes,54,112,1414,73,1111,111,33,37,33,Lobby 3,Round_1,,,,,Split_1
3.0,ARK5,40,29,66,37,33,73,66,82,44,Lobby 3,Round_1,,,,,Split_1
4.0,TSURUGI,29,73,33,45,55,54,77,121,11,Lobby 3,Round_1,,,,,Split_1
5.0,LLGS,28,45,44,111,11,63,11,29,44,Lobby 3,Round_1,,,,,Split_1
6.0,ScL,27,102,0,29,55,37,33,131,0,Lobby 3,Round_1,,,,,Split_1
7.0,CPGaming,24,82,44,54,11,29,11,73,0,Lobby 3,Round_1,,,,,Split_1
8.0,C-VA KAG,23,131,22,121,33,141,0,45,1010,Lobby 3,Round_1,,,,,Split_1
9.0,Fada-one KR,22,141,0,112,55,92,11,141,0,Lobby 3,Round_1,,,,,Split_1
10.0,WYV,20,63,11,102,33,82,55,92,22,Lobby 3,Round_1,,,,,Split_1
11.0,APEX反省会,15,121,0,92,0,45,0,54,33,Lobby 3,Round_1,,,,,Split_1
12.0,Eclat,10,54,0,82,0,121,0,63,0,Lobby 3,Round_1,,,,,Split_1
13.0,MIX-ONE,7,111,0,141,0,131,0,111,33,Lobby 3,Round_1,,,,,Split_1
14.0,ORC,7,92,0,131,0,102,0,102,0,Lobby 3,Round_1,,,,,Split_1
1.0,YaBaL,57,112,55,92,0,63,99,112,1414,Lobby 4,Round_1,,,,,Split_1
2.0,3DONE,46,131,33,54,77,112,1515,54,0,Lobby 4,Round_1,,,,,Split_1
3.0,Fortuna,42,29,1111,45,77,82,11,73,44,Lobby 4,Round_1,,,,,Split_1
4.0,NAT,32,73,33,112,1010,111,0,92,11,Lobby 4,Round_1,,,,,Split_1
5.0,RUG,26,82,44,131,0,54,77,37,11,Lobby 4,Round_1,,,,,Split_1
6.0,GENIUS,25,45,44,102,33,45,44,121,11,Lobby 4,Round_1,,,,,Split_1
7.0,Scarlet Fox,24,37,11,63,33,102,0,45,33,Lobby 4,Round_1,,,,,Split_1
8.0,Level UP,18,102,11,37,55,92,0,141,0,Lobby 4,Round_1,,,,,Split_1
9.0,Fujii Gaming,18,92,33,73,0,29,11,200,0,Lobby 4,Round_1,,,,,Split_1
10.0,RAIZ,16,121,0,29,22,121,0,63,0,Lobby 4,Round_1,,,,,Split_1
11.0,REAH,15,54,11,141,0,37,11,111,0,Lobby 4,Round_1,,,,,Split_1
12.0,Farley,11,63,0,111,11,141,0,102,33,Lobby 4,Round_1,,,,,Split_1
13.0,LFT wax,11,141,11,82,11,73,0,82,11,Lobby 4,Round_1,,,,,Split_1
14.0,monkey,4,111,0,121,0,131,0,131,0,Lobby 4,Round_1,,,,,Split_1
1.0,We Can Do it,65,4,7,2,7,17,1,15,0,Lobby 1,Semifinals,1.0,11.0,3.0,5.0,Split_1
2.0,0_Reverse,62,16,0,12,4,5,7,1,13,Lobby 1,Semifinals,8.0,5.0,5.0,10.0,Split_1
3.0,BEXT,59,5,0,6,6,2,6,2,9,Lobby 1,Semifinals,5.0,4.0,7.0,2.0,Split_1
4.0,BlackGorillaN,49,14,3,13,2,1,11,6,2,Lobby 1,Semifinals,14.0,0.0,2.0,4.0,Split_1
5.0,Serpens,48,13,1,1,16,8,3,4,5,Lobby 1,Semifinals,11.0,1.0,15.0,0.0,Split_1
6.0,SyS,45,20,0,8,0,3,1,19,0,Lobby 1,Semifinals,3.0,11.0,1.0,5.0,Split_1
7.0,RDNS,44,1,9,4,1,7,1,14,0,Lobby 1,Semifinals,9.0,2.0,8.0,6.0,Split_1
8.0,EXiA KR,35,17,3,3,7,9,6,9,3,Lobby 1,Semifinals,15.0,0.0,12.0,3.0,Split_1
9.0,JDT,34,2,7,10,2,14,3,10,5,Lobby 1,Semifinals,10.0,1.0,20.0,0.0,Split_1
10.0,ICHC,33,18,0,5,0,4,5,8,6,Lobby 1,Semifinals,13.0,0.0,4.0,5.0,Split_1
11.0,OC,26,8,6,11,2,20,0,11,0,Lobby 1,Semifinals,6.0,5.0,6.0,3.0,Split_1
12.0,Fada-one Arcana,23,3,11,16,3,15,1,18,0,Lobby 1,Semifinals,18.0,0.0,18.0,0.0,Split_1
13.0,RAVENS,23,11,1,9,5,10,4,12,1,Lobby 1,Semifinals,16.0,2.0,9.0,2.0,Split_1
14.0,NEXT ALTAIR,23,12,0,20,0,13,1,3,5,Lobby 1,Semifinals,7.0,3.0,10.0,0.0,Split_1
15.0,NegiNuki,23,6,4,15,0,16,0,5,0,Lobby 1,Semifinals,2.0,1.0,11.0,0.0,Split_1
16.0,Solid,21,10,5,7,1,11,3,17,0,Lobby 1,Semifinals,4.0,1.0,17.0,0.0,Split_1
17.0,LapiLegends,16,9,0,14,3,6,6,20,0,Lobby 1,Semifinals,17.0,1.0,19.0,0.0,Split_1
18.0,Zenith,14,19,2,17,1,18,0,13,0,Lobby 1,Semifinals,20.0,0.0,14.0,9.0,Split_1
19.0,RAZE,14,7,0,18,0,12,0,16,3,Lobby 1,Semifinals,12.0,6.0,16.0,0.0,Split_1
20.0,Trick or Treat,14,15,1,19,0,19,0,7,0,Lobby 1,Semifinals,19.0,3.0,13.0,5.0,Split_1
1.0,shes,90,9,3,2,9,2,8,1,13,Lobby 2,Semifinals,6.0,15.0,7.0,4.0,Split_1
2.0,TSURUGI,67,4,5,8,2,1,8,14,3,Lobby 2,Semifinals,1.0,9.0,6.0,5.0,Split_1
3.0,Crest,58,3,4,17,3,5,9,3,8,Lobby 2,Semifinals,12.0,9.0,10.0,4.0,Split_1
4.0,3DONE,54,1,6,11,3,14,3,5,8,Lobby 2,Semifinals,10.0,1.0,5.0,9.0,Split_1
5.0,YaBaL,44,6,10,16,0,3,4,4,6,Lobby 2,Semifinals,5.0,5.0,18.0,0.0,Split_1
6.0,NAT,40,5,6,4,0,4,5,19,0,Lobby 2,Semifinals,7.0,0.0,3.0,5.0,Split_1
7.0,CPGaming,38,14,0,19,0,8,3,2,2,Lobby 2,Semifinals,19.0,0.0,1.0,9.0,Split_1
8.0,ARK5,35,13,1,5,6,17,3,17,0,Lobby 2,Semifinals,9.0,3.0,2.0,6.0,Split_1
9.0,ScL,33,17,1,1,10,20,0,11,2,Lobby 2,Semifinals,11.0,0.0,4.0,1.0,Split_1
10.0,C-VA KAG,29,16,5,3,11,12,0,18,1,Lobby 2,Semifinals,8.0,0.0,17.0,2.0,Split_1
11.0,RAIZ,28,18,1,10,1,18,1,10,4,Lobby 2,Semifinals,2.0,7.0,14.0,0.0,Split_1
12.0,WYV,21,7,2,12,0,11,4,15,1,Lobby 2,Semifinals,3.0,1.0,19.0,0.0,Split_1
13.0,Fada-one KR,19,8,5,14,2,7,0,12,1,Lobby 2,Semifinals,16.0,0.0,11.0,3.0,Split_1
14.0,GENIUS,19,10,0,7,3,9,4,16,1,Lobby 2,Semifinals,18.0,0.0,13.0,3.0,Split_1
15.0,Fortuna,18,15,3,20,0,16,2,13,0,Lobby 2,Semifinals,4.0,4.0,9.0,0.0,Split_1
16.0,Scarlet Fox,17,19,0,15,3,13,0,9,3,Lobby 2,Semifinals,14.0,1.0,8.0,3.0,Split_1
17.0,LLGS,17,11,0,13,0,6,2,6,0,Lobby 2,Semifinals,13.0,0.0,12.0,5.0,Split_1
18.0,Level UP,13,12,0,6,2,15,0,8,2,Lobby 2,Semifinals,15.0,0.0,15.0,0.0,Split_1
19.0,RUG,12,2,3,18,0,19,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1
20.0,Fujii Gaming,11,20,1,9,1,10,0,7,2,Lobby 2,Semifinals,17.0,0.0,16.0,0.0,Split_1
1.0,0_Reverse,68,12,3,12,4,4,5,2,9,Lobby 1,Finals,1.0,13.0,9.0,4.0,Split_1
2.0,BlackGorillaN,59,2,6,17,0,1,14,7,1,Lobby 1,Finals,6.0,1.0,5.0,6.0,Split_1
3.0,EXiA KR,54,10,7,13,7,15,2,15,0,Lobby 1,Finals,2.0,11.0,4.0,8.0,Split_1
4.0,TSURUGI,54,8,4,1,13,2,1,10,3,Lobby 1,Finals,7.0,4.0,15.0,0.0,Split_1
5.0,We Can Do it,48,3,6,11,5,16,0,1,14,Lobby 1,Finals,15.0,0.0,10.0,0.0,Split_1
6.0,Crest,46,16,3,4,0,3,4,4,2,Lobby 1,Finals,11.0,2.0,2.0,8.0,Split_1
7.0,SyS,40,7,5,9,3,20,0,8,0,Lobby 1,Finals,8.0,2.0,1.0,9.0,Split_1
8.0,RDNS,39,5,4,3,7,5,4,14,3,Lobby 1,Finals,9.0,0.0,7.0,0.0,Split_1
9.0,ScL,29,13,0,8,3,7,3,9,4,Lobby 1,Finals,5.0,1.0,6.0,3.0,Split_1
10.0,NAT,29,4,5,7,2,12,0,5,1,Lobby 1,Finals,14.0,1.0,12.0,5.0,Split_1
11.0,Serpens,29,6,3,5,2,10,0,17,0,Lobby 1,Finals,3.0,4.0,13.0,3.0,Split_1
12.0,CPGaming,28,17,0,2,6,8,1,6,1,Lobby 1,Finals,10.0,2.0,8.0,0.0,Split_1
13.0,3DONE,25,11,3,16,0,14,1,18,0,Lobby 1,Finals,12.0,5.0,3.0,6.0,Split_1
14.0,ARK5,25,1,6,15,2,9,0,16,0,Lobby 1,Finals,19.0,2.0,20.0,0.0,Split_1
15.0,BEXT,24,15,0,18,0,19,4,3,8,Lobby 1,Finals,20.0,0.0,11.0,3.0,Split_1
16.0,JDT,21,18,0,6,2,18,0,12,7,Lobby 1,Finals,4.0,2.0,14.0,0.0,Split_1
17.0,YaBaL,15,14,0,19,0,6,5,19,0,Lobby 1,Finals,17.0,3.0,16.0,3.0,Split_1
18.0,C-VA KAG,14,9,4,10,0,17,0,11,4,Lobby 1,Finals,13.0,0.0,19.0,0.0,Split_1
19.0,ICHC,10,20,0,14,0,13,5,20,0,Lobby 1,Finals,16.0,3.0,17.0,0.0,Split_1
20.0,shes,9,19,0,20,0,11,2,13,2,Lobby 1,Finals,18.0,0.0,18.0,3.0,Split_1
1.0,EGJP,56,111,0,37,99,112,77,112,88,Lobby 1,Round_1,,,,,Split_1
2.0,Fujii Gaming,45,112,1111,102,11,82,55,37,55,Lobby 1,Round_1,,,,,Split_1
3.0,ICHC,37,37,33,112,1010,111,33,121,0,Lobby 1,Round_1,,,,,Split_1
4.0,WYV,34,29,22,29,55,54,33,92,0,Lobby 1,Round_1,,,,,Split_1
5.0,RUG,29,92,0,54,33,29,99,102,0,Lobby 1,Round_1,,,,,Split_1
6.0,ScL,26,63,33,82,0,73,0,29,66,Lobby 1,Round_1,,,,,Split_1
7.0,STYLE,25,73,88,111,0,102,33,82,66,Lobby 1,Round_1,,,,,Split_1
8.0,Hama9,23,54,44,121,11,37,22,111,33,Lobby 1,Round_1,,,,,Split_1
9.0,Eclat,23,82,22,63,33,45,11,45,22,Lobby 1,Round_1,,,,,Split_1
10.0,BB,18,131,0,45,33,131,0,63,55,Lobby 1,Round_1,,,,,Split_1
11.0,RAIZ,12,102,11,131,0,63,11,54,0,Lobby 1,Round_1,,,,,Split_1
12.0,Leaps White Sheep,11,45,11,92,0,121,11,131,0,Lobby 1,Round_1,,,,,Split_1
13.0,GENIUS,11,121,0,73,22,92,0,73,0,Lobby 1,Round_1,,,,,Split_1
1.0,0_Reverse,57,37,77,37,1212,29,88,54,33,Lobby 2,Round_1,,,,,Split_1
2.0,We Need Team,54,92,44,29,44,112,99,63,1111,Lobby 2,Round_1,,,,,Split_1
3.0,ARK5,33,112,22,73,33,54,55,121,33,Lobby 2,Round_1,,,,,Split_1
4.0,YaBaL,33,29,0,45,44,121,0,29,55,Lobby 2,Round_1,,,,,Split_1
5.0,SyS,32,54,22,112,77,82,33,92,0,Lobby 2,Round_1,,,,,Split_1
6.0,LLGS,25,63,55,111,0,73,0,45,88,Lobby 2,Round_1,,,,,Split_1
7.0,BEXT,25,111,0,92,0,111,33,112,66,Lobby 2,Round_1,,,,,Split_1
8.0,We Can Do it,24,45,77,121,0,131,0,37,33,Lobby 2,Round_1,,,,,Split_1
9.0,NrTv.Vs,20,73,33,54,0,45,33,82,0,Lobby 2,Round_1,,,,,Split_1
