Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
7.0,BIGG,38,6,1,7,2,3,0,12,1,Lobby 1,Semifinals,3.0,5.0,6.0,5.0
8.0,Systematic,35,9,1,12,1,9,2,2,6,Lobby 1,Semifinals,6.0,3.0,9.0,3.0
9.0,MWB,31,5,6,16,0,4,2,8,2,Lobby 1,Semifinals,8.0,2.0,7.0,3.0
10.0,MIX-ONE,31,4,1,3,10,18,0,14,1,Lobby 1,Semifinals,9.0,1.0,12.0,2.0
11.0,INX,31,3,2,10,4,14,0,4,0,Lobby 1,Semifinals,15.0,0.0,3.0,2.0
12.0,SMDG,28,16,2,8,5,10,7,10,0,Lobby 1,Semifinals,16.0,3.0,8.0,3.0
13.0,MLG,24,12,2,14,0,16,0,3,5,Lobby 1,Semifinals,14.0,0.0,5.0,3.0
14.0,Behr,18,11,2,9,1,11,0,6,4,Lobby 1,Semifinals,10.0,2.0,18.0,0.0
15.0,END2,17,17,0,17,0,17,3,11,5,Lobby 1,Semifinals,17.0,0.0,4.0,3.0
16.0,RYU,15,8,1,15,0,13,3,9,3,Lobby 1,Semifinals,13.0,0.0,13.0,0.0
17.0,WhiteGive,14,13,0,2,3,12,0,19,0,Lobby 1,Semifinals,18.0,0.0,17.0,0.0
18.0,VG,7,15,0,11,0,6,1,17,0,Lobby 1,Semifinals,19.0,1.0,20.0,0.0
19.0,YNGEN,6,19,1,18,0,19,0,18,1,Lobby 1,Semifinals,5.0,0.0,16.0,0.0
20.0,MDYB,0,20,0,20,0,20,0,20,0,Lobby 1,Semifinals,20.0,0.0,20.0,0.0
1.0,ARENA,68,17,1,1,12,10,3,2,3,Lobby 2,Semifinals,1.0,13.0,13.0,0.0
2.0,Phantom,63,12,0,2,6,6,9,3,4,Lobby 2,Semifinals,5.0,3.0,2.0,8.0
3.0,N-M,57,14,3,18,0,11,8,6,22,Lobby 2,Semifinals,13.0,6.0,6.0,9.0
4.0,DNZY,49,19,0,12,9,18,1,13,1,Lobby 2,Semifinals,8.0,6.0,1.0,16.0
5.0,YTS,48,8,7,14,3,1,9,11,2,Lobby 2,Semifinals,7.0,4.0,14.0,3.0
6.0,HAKA,47,6,6,15,0,7,7,7,3,Lobby 2,Semifinals,2.0,7.0,9.0,3.0
7.0,Lowkey,45,10,1,4,7,12,0,1,6,Lobby 2,Semifinals,4.0,3.0,15.0,2.0
8.0,ZeroTwo,40,4,6,8,4,19,0,4,2,Lobby 2,Semifinals,3.0,7.0,10.0,0.0
9.0,FW,38,5,3,10,0,5,5,5,0,Lobby 2,Semifinals,10.0,3.0,3.0,4.0
10.0,OGL,35,1,7,11,0,4,0,9,1,Lobby 2,Semifinals,11.0,0.0,5.0,2.0
11.0,BLANK,29,15,0,16,0,2,11,8,2,Lobby 2,Semifinals,9.0,0.0,8.0,0.0
12.0,Sanity,28,3,3,3,4,17,0,15,1,Lobby 2,Semifinals,19.0,0.0,4.0,0.0
13.0,GBR,26,2,9,13,0,14,0,14,1,Lobby 2,Semifinals,17.0,0.0,7.0,1.0
14.0,NOPLAY2,22,7,4,6,5,9,0,16,1,Lobby 2,Semifinals,6.0,1.0,17.0,0.0
15.0,PUGI,13,18,3,19,0,3,0,18,2,Lobby 2,Semifinals,15.0,0.0,18.0,0.0
16.0,KMF,11,13,0,5,1,13,0,12,0,Lobby 2,Semifinals,14.0,1.0,11.0,0.0
17.0,Monkey Predator,10,16,0,7,0,8,2,17,0,Lobby 2,Semifinals,16.0,0.0,12.0,2.0
18.0,Juiced,9,11,1,9,2,15,0,19,0,Lobby 2,Semifinals,12.0,0.0,16.0,1.0
19.0,Speed,5,9,1,17,0,16,0,10,0,Lobby 2,Semifinals,18.0,0.0,20.0,0.0
20.0,HKUF,0,20,0,20,0,20,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0
1.0,AVG,89,6,4,18,0,2,11,1,11,Lobby 1,Finals,1.0,7.0,2.0,11.0
2.0,YTS,85,4,7,2,10,8,3,3,9,Lobby 1,Finals,4.0,8.0,3.0,13.0
3.0,DNZY,74,1,15,3,8,3,2,5,7,Lobby 1,Finals,9.0,6.0,15.0,3.0
4.0,ARENA,46,16,1,5,3,1,8,2,2,Lobby 1,Finals,14.0,1.0,9.0,3.0
5.0,OGL,39,5,0,4,2,17,0,4,0,Lobby 1,Finals,3.0,0.0,1.0,4.0
6.0,Horizon,34,9,4,7,2,7,4,16,0,Lobby 1,Finals,6.0,5.0,10.0,6.0
7.0,HAKA,32,13,1,11,4,9,6,19,1,Lobby 1,Finals,2.0,7.0,16.0,0.0
8.0,ZeroTwo,30,2,3,9,0,20,0,11,7,Lobby 1,Finals,12.0,6.0,14.0,0.0
9.0,JET,26,3,11,20,0,14,0,12,1,Lobby 1,Finals,7.0,2.0,0.0,0.0
10.0,MIX-ONE,26,19,3,10,2,5,2,7,3,Lobby 1,Finals,10.0,0.0,5.0,1.0
11.0,N-M,25,20,0,6,3,6,5,9,6,Lobby 1,Finals,19.0,3.0,19.0,0.0
12.0,MWB,25,15,0,1,5,18,0,13,0,Lobby 1,Finals,11.0,0.0,7.0,2.0
13.0,Systematic,24,14,0,13,3,19,0,10,7,Lobby 1,Finals,5.0,2.0,13.0,3.0
14.0,Bots,22,12,2,17,4,10,4,20,0,Lobby 1,Finals,15.0,3.0,8.0,3.0
15.0,PBY,21,7,6,19,0,12,4,15,1,Lobby 1,Finals,13.0,2.0,18.0,2.0
16.0,Phantom,17,8,0,8,5,13,0,17,0,Lobby 1,Finals,18.0,0.0,4.0,2.0
17.0,CHILL,16,11,0,16,0,16,1,14,2,Lobby 1,Finals,8.0,3.0,6.0,3.0
18.0,Lowkey,12,17,0,14,1,15,2,6,3,Lobby 1,Finals,17.0,0.0,12.0,0.0
19.0,FW,12,18,0,12,0,4,5,18,0,Lobby 1,Finals,16.0,0.0,11.0,0.0
20.0,BIGG,9,10,0,15,3,11,0,8,0,Lobby 1,Finals,20.0,0.0,17.0,0.0
