Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
6.0,Ignite,34,4,7,3,6,10,2,4,0,Lobby 12
7.0,SeXy Chonks,32,12,0,2,13,9,5,12,1,Lobby 12
8.0,Moanerz EU,18,5,0,7,3,7,4,14,0,Lobby 12
9.0,LaFay,13,3,0,14,0,14,0,7,1,Lobby 12
10.0,plugged off life,12,7,2,5,0,13,0,8,0,Lobby 12
11.0,Dreamteam,11,13,0,12,2,5,2,11,0,Lobby 12
12.0,Tr1peRs,11,15,0,15,0,4,2,10,0,Lobby 12
13.0,7Hologram,10,10,0,10,0,6,0,6,0,Lobby 12
14.0,789Academy,6,9,0,9,0,12,0,15,0,Lobby 12
15.0,Violent Spuad,5,14,0,13,0,15,0,9,0,Lobby 12
1.0,RD,66,5,10,3,13,9,2,1,16,Lobby 13
2.0,Duck Goes Quack,45,1,11,1,5,10,0,6,0,Lobby 13
3.0,Dababy,40,11,2,5,1,1,13,7,4,Lobby 13
4.0,PRSTS,40,2,5,2,11,12,0,8,3,Lobby 13
5.0,BCG,39,3,7,8,3,7,5,4,7,Lobby 13
6.0,Carnage,29,4,1,13,0,2,3,2,1,Lobby 13
7.0,JIGSAW,21,9,0,9,1,3,5,5,0,Lobby 13
8.0,2ege1college,20,8,0,6,3,4,5,11,1,Lobby 13
9.0,FP,15,10,0,12,0,6,0,3,2,Lobby 13
10.0,HEROES ESPORT,12,6,1,10,0,5,1,13,0,Lobby 13
11.0,4Elbl,10,13,0,4,0,8,0,10,0,Lobby 13
12.0,VYBN,9,7,0,7,1,11,0,12,0,Lobby 13
13.0,Nevermind Tromsø,5,12,0,14,0,13,0,9,0,Lobby 13
14.0,EBoys,2,14,0,11,0,20,0,20,0,Lobby 13
15.0,AimAssistRed,0,20,0,20,0,20,0,20,0,Lobby 13
1.0,AP,56,1,4,3,2,1,12,7,4,Lobby 14
2.0,DM,44,4,5,1,10,6,8,11,0,Lobby 14
3.0,Weebs Out,43,2,10,11,0,11,2,3,13,Lobby 14
4.0,HLDC,33,3,8,4,6,9,3,13,1,Lobby 14
5.0,Nobody,28,8,0,9,1,2,3,2,2,Lobby 14
6.0,Reakless,27,11,0,6,6,8,0,1,3,Lobby 14
7.0,HNY,27,7,0,2,4,3,1,8,1,Lobby 14
8.0,SVR,22,12,3,10,1,4,6,5,0,Lobby 14
9.0,DSI,19,6,1,7,0,13,0,4,6,Lobby 14
10.0,CRAZYx3,16,5,2,8,3,12,0,6,1,Lobby 14
11.0,thr33 stack,15,10,2,13,0,5,2,12,3,Lobby 14
12.0,Simplexy,13,13,0,5,3,7,1,14,0,Lobby 14
13.0,Triangle Mafia,7,14,0,12,0,10,1,9,0,Lobby 14
14.0,Dark Rangers,6,9,0,14,0,14,0,10,0,Lobby 14
1.0,Hope Die Last,76,14,0,2,14,1,14,1,14,Lobby 15
2.0,Sheriffs,55,3,11,1,9,15,0,3,8,Lobby 15
3.0,Fluffy Bunnies,49,1,12,3,6,10,4,4,1,Lobby 15
4.0,21cm,46,8,3,9,2,4,13,2,10,Lobby 15
5.0,Uchinix,25,2,9,15,1,14,0,12,3,Lobby 15
6.0,TRIHARD,21,9,0,4,0,2,4,13,0,Lobby 15
7.0,TRIPLEU,20,7,3,6,0,7,3,9,3,Lobby 15
8.0,3 Uomini 1 Gamba,16,15,0,13,3,6,3,8,3,Lobby 15
9.0,EniGma,13,5,0,14,0,5,0,5,0,Lobby 15
10.0,MYSTERY TEAM,12,10,0,8,0,3,0,15,0,Lobby 15
11.0,Razaniro,11,12,0,7,3,11,0,6,0,Lobby 15
12.0,DUNDER,11,6,2,6,0,8,0,14,0,Lobby 15
13.0,THE GHOST KILLER,10,4,1,11,0,12,0,10,0,Lobby 15
14.0,Il malae,7,13,0,10,0,13,0,7,0,Lobby 15
15.0,AGILE,5,11,0,12,0,9,0,11,0,Lobby 15
1.0,Arigato 4 pts,62,10,3,13,0,1,16,1,16,Lobby 16
2.0,Aspirateur,43,3,6,9,0,4,2,2,12,Lobby 16
3.0,FV,38,20,0,4,11,8,15,10,3,Lobby 16
4.0,Mat For Victory,30,1,9,14,0,7,1,5,0,Lobby 16
5.0,iEnvy,27,2,7,6,3,14,0,6,1,Lobby 16
6.0,6bnt,26,15,0,2,14,15,0,15,0,Lobby 16
7.0,Squirtle Squad,25,14,1,5,0,3,4,4,3,Lobby 16
8.0,Skill Gap,23,9,0,3,4,9,0,3,1,Lobby 16
9.0,Simply_E_Sports,21,12,1,1,3,6,0,13,0,Lobby 16
10.0,Lunar,16,4,3,7,2,13,1,14,0,Lobby 16
11.0,ZenTeX eSports,16,5,3,10,3,11,0,7,0,Lobby 16
12.0,Amaterasu,16,8,0,12,1,2,2,12,0,Lobby 16
13.0,Kryptic,13,13,0,8,0,5,1,9,3,Lobby 16
14.0,The End,9,7,1,15,0,10,0,11,1,Lobby 16
15.0,nothing to say,4,20,0,11,0,12,0,8,0,Lobby 16
1.0,CLN,68,1,16,9,1,1,24,13,0,Lobby 1
2.0,Undertaker,45,10,4,6,8,5,0,1,12,Lobby 1
3.0,LGN,41,3,7,1,6,12,1,9,5,Lobby 1
4.0,XDA,40,5,2,4,7,4,8,5,5,Lobby 1
5.0,Sapere Aude,34,6,3,2,4,6,0,3,5,Lobby 1
6.0,Oui,30,2,1,8,3,2,2,12,3,Lobby 1
7.0,Sxercise,28,8,2,5,3,11,0,2,7,Lobby 1
8.0,WARM Esport,19,13,0,3,0,13,3,4,2,Lobby 1
9.0,qoud vera Genus,14,14,1,10,6,9,0,8,0,Lobby 1
10.0,Stigma Crew,13,4,0,13,0,10,1,7,1,Lobby 1
11.0,Gold Grubbers,12,7,3,14,0,7,0,10,0,Lobby 1
12.0,Precision,11,9,0,7,0,14,0,6,2,Lobby 1
13.0,LmaoKmao,11,15,0,11,0,3,1,14,0,Lobby 1
14.0,Hunters_Squad,7,11,2,12,0,8,0,11,0,Lobby 1
15.0,Varviki,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,PXL,58,1,11,5,1,14,1,1,16,Lobby 2
2.0,ANTI,52,3,5,6,9,2,5,2,5,Lobby 2
3.0,uwuowoboys,49,2,2,3,5,1,11,8,1,Lobby 2
4.0,Abysse,40,6,4,1,9,5,4,5,0,Lobby 2
5.0,Oeufs au fromage,32,7,5,9,3,6,6,7,7,Lobby 2
6.0,MantaX,26,8,2,2,9,7,0,12,0,Lobby 2
7.0,Ghoul-punk,25,4,7,4,1,8,3,13,1,Lobby 2
8.0,Explosion,22,9,1,13,0,3,4,6,4,Lobby 2
9.0,Wait For Top 6,19,10,1,11,0,4,3,9,5,Lobby 2
10.0,cis dis,14,12,0,8,0,12,2,3,1,Lobby 2
11.0,Helheim E-sport,12,5,0,7,2,9,0,14,0,Lobby 2
12.0,work hard money,9,13,1,12,0,11,0,4,0,Lobby 2
13.0,cr33p w4ve,6,14,0,14,0,13,1,10,0,Lobby 2
14.0,Elusive Devils,6,11,0,10,0,10,0,11,0,Lobby 2
1.0,GOD,92,1,15,2,8,1,21,2,6,Lobby 3
2.0,3 Jabronies,54,3,7,7,10,7,12,6,9,Lobby 3
3.0,ETH,45,2,5,3,2,2,5,7,5,Lobby 3
4.0,NotoriousFamily,29,6,3,1,8,11,0,10,0,Lobby 3
5.0,U2GRAD,28,12,3,10,2,15,0,1,7,Lobby 3
6.0,60fps,26,4,5,5,5,4,1,15,0,Lobby 3
7.0,Convergent,19,14,0,14,0,3,0,5,6,Lobby 3
8.0,Misfits,15,8,0,12,0,14,0,3,4,Lobby 3
9.0,Syntropy,14,13,2,15,0,5,2,8,2,Lobby 3
10.0,Ugur Abi,12,11,0,11,1,6,0,4,1,Lobby 3
11.0,Diablos,11,10,0,6,3,8,0,14,0,Lobby 3
12.0,SlayerZ_Inc,11,5,0,4,0,13,0,12,0,Lobby 3
13.0,SHEESH,9,15,0,8,0,9,0,9,2,Lobby 3
14.0,Bikes,7,9,0,13,1,10,0,11,0,Lobby 3
15.0,Over The Top Sgv,7,7,0,9,0,12,0,13,0,Lobby 3
1.0,HKE,69,5,6,2,6,1,12,2,11,Lobby 4
2.0,SLAP,54,3,6,1,11,13,6,5,7,Lobby 4
3.0,31SJ,53,2,9,3,8,2,6,4,0,Lobby 4
4.0,FC,50,1,8,10,3,4,3,1,5,Lobby 4
5.0,Pepegi,49,15,0,4,8,3,11,7,14,Lobby 4
6.0,FIRE CLAN,16,4,5,12,0,7,0,8,0,Lobby 4
7.0,Chiefs,16,6,0,11,1,5,0,3,0,Lobby 4
8.0,PepeGurls,13,10,4,5,0,10,0,11,0,Lobby 4
9.0,OXR,12,11,0,6,2,9,1,10,1,Lobby 4
10.0,Wild Boars,9,13,0,8,0,8,2,9,0,Lobby 4
11.0,T3W,8,9,0,7,1,14,0,13,0,Lobby 4
12.0,SQT,8,12,0,13,0,6,0,6,0,Lobby 4
13.0,TAW Rampage,6,8,0,9,0,12,0,12,0,Lobby 4
14.0,PolyGuys,5,14,1,14,0,11,0,14,0,Lobby 4
15.0,Exiled,5,7,0,15,0,15,0,20,0,Lobby 4
1.0,NXB,62,5,6,1,9,1,15,14,3,Lobby 5
2.0,TD,58,1,19,4,17,6,1,15,0,Lobby 5
3.0,AintInvlbleDream,42,8,1,7,0,3,6,1,11,Lobby 5
4.0,GVG,38,6,3,8,3,2,6,3,5,Lobby 5
5.0,signelunaire,31,3,5,2,5,12,1,12,2,Lobby 5
6.0,FriendsofBoomers,21,2,1,11,1,13,0,5,4,Lobby 5
7.0,FRLS,21,10,0,9,0,9,1,2,5,Lobby 5
8.0,BZK,19,7,0,3,2,8,3,11,1,Lobby 5
9.0,Nooobix,18,4,5,10,1,14,0,8,2,Lobby 5
10.0,Last Light,14,11,0,12,0,11,4,9,5,Lobby 5
11.0,FOB,13,9,0,15,0,7,3,6,1,Lobby 5
12.0,NoWay,12,12,0,14,0,4,0,4,0,Lobby 5
13.0,Wheres My Team,11,13,0,6,1,10,2,10,0,Lobby 5
14.0,Ryze Empire EU,10,15,0,5,1,15,0,13,2,Lobby 5
15.0,First in Battle,9,14,0,13,0,5,0,7,0,Lobby 5
1.0,AAS,69,12,0,5,3,1,21,1,16,Lobby 6
2.0,plei,42,3,11,4,3,4,0,4,6,Lobby 6
3.0,MOB INT,40,1,7,2,6,11,0,9,3,Lobby 6
4.0,NIBL,33,13,1,12,3,6,6,2,9,Lobby 6
5.0,OogieBoogiePushy,31,14,0,1,14,10,0,10,0,Lobby 6
6.0,Arise eSport 2,26,4,2,7,3,9,6,5,1,Lobby 6
7.0,PS_Esport,24,7,9,10,5,8,0,6,0,Lobby 6
8.0,DIVE,22,9,0,3,2,2,1,12,0,Lobby 6
9.0,ATK,20,5,4,14,0,13,2,3,1,Lobby 6
10.0,Carpaccio,18,2,6,11,0,14,0,11,0,Lobby 6
11.0,STING,15,11,0,9,0,3,3,8,0,Lobby 6
12.0,CHOC,11,6,0,8,0,12,0,7,2,Lobby 6
13.0,ConsoleGamers,9,10,0,13,0,5,0,13,1,Lobby 6
14.0,Crying our best,9,8,0,6,0,7,0,14,0,Lobby 6
15.0,nstckiNg,0,20,0,20,0,20,0,20,0,Lobby 6
1.0,OG,55,6,6,4,3,4,7,1,14,Lobby 7
2.0,PKS,54,3,8,8,3,2,6,2,10,Lobby 7
3.0,WICKED,45,1,7,3,1,3,3,3,1,Lobby 7
4.0,SMS,43,11,3,2,14,7,3,4,5,Lobby 7
5.0,USG,42,7,4,5,2,1,9,7,5,Lobby 7
6.0,Minor Keepers,27,10,2,1,8,10,0,15,0,Lobby 7
7.0,Vanaheim Gaming,26,2,6,14,0,11,4,5,1,Lobby 7
8.0,0219,22,9,3,6,7,14,4,14,1,Lobby 7
9.0,CarryRubick fans,19,4,0,7,0,9,2,6,4,Lobby 7
10.0,Oilers,10,14,3,15,0,12,2,8,0,Lobby 7
11.0,Nirvana,10,15,0,10,0,8,2,12,2,Lobby 7
12.0,Phoenix,10,12,1,11,3,6,0,11,0,Lobby 7
13.0,Kvasna,9,13,0,13,2,5,0,13,0,Lobby 7
14.0,Icy Ducks,9,5,0,12,0,13,1,9,0,Lobby 7
15.0,Vasbi,7,8,0,9,0,15,0,10,0,Lobby 7
1.0,CHI,68,1,14,1,15,7,3,5,5,Lobby 8
2.0,RAT,59,2,8,8,4,10,7,1,15,Lobby 8
3.0,MP,57,6,11,9,7,3,6,3,14,Lobby 8
4.0,NoWayFzB,41,15,1,4,2,1,10,2,1,Lobby 8
5.0,Ween Gang,38,9,0,3,6,2,7,6,4,Lobby 8
6.0,DASK,22,11,0,2,7,8,0,8,1,Lobby 8
7.0,Monkey Milkers,22,4,0,5,2,4,2,7,1,Lobby 8
8.0,Young Squad,18,3,6,10,0,9,0,15,0,Lobby 8
9.0,itsheazyKuwaSevn,14,10,1,6,1,11,2,9,2,Lobby 8
10.0,Looking4Wingman,13,12,0,14,1,5,3,11,2,Lobby 8
11.0,Beams Only,12,14,2,11,0,12,2,4,0,Lobby 8
12.0,Acid Papis,9,5,0,12,0,6,0,13,0,Lobby 8
13.0,Rayquaza Shiny,8,7,1,13,0,13,0,10,0,Lobby 8
14.0,GrimValor,6,8,0,15,0,15,0,14,1,Lobby 8
15.0,Transatlantic EU,6,13,0,7,0,14,0,12,0,Lobby 8
1.0,DynamiX,44,4,1,4,3,1,12,7,3,Lobby 9
2.0,DI,41,6,14,10,9,8,6,10,3,Lobby 9
3.0,SPPI,41,12,0,6,3,3,6,1,9,Lobby 9
4.0,Baguette,41,8,0,1,7,2,1,2,1,Lobby 9
5.0,SCBS,34,13,3,8,3,5,6,5,11,Lobby 9
6.0,1515,33,1,8,3,2,7,0,12,0,Lobby 9
7.0,Chupiki,28,5,3,2,3,9,0,4,2,Lobby 9
8.0,3FR,23,2,5,11,0,11,0,9,5,Lobby 9
9.0,BWG,23,3,1,5,5,12,2,6,0,Lobby 9
10.0,ExplosionFusion,21,10,2,7,2,4,6,11,0,Lobby 9
11.0,Senbonzakura,16,14,2,12,3,10,0,3,0,Lobby 9
12.0,Wazki's Willies,9,9,0,14,0,13,0,8,3,Lobby 9
13.0,DTS,7,11,0,9,0,6,0,14,0,Lobby 9
14.0,KYKLOS,6,7,0,13,0,14,0,13,0,Lobby 9
15.0,Class 1A,2,15,0,15,0,20,0,20,0,Lobby 9
