Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
12.0,Monsters Inc.,27,2,8,19,0,6,3,19,0,Lobby 2,Semifinals,12.0,0.0,15.0,2.0,Split_1
13.0,Team Savage,26,15,0,11,0,18,0,12,0,Lobby 2,Semifinals,2.0,3.0,3.0,4.0,Split_1
14.0,Code Cloud,25,14,1,8,2,17,2,15,6,Lobby 2,Semifinals,6.0,5.0,13.0,1.0,Split_1
15.0,Sussy Bakas,25,12,0,18,1,4,6,13,4,Lobby 2,Semifinals,7.0,1.0,6.0,0.0,Split_1
16.0,DirtyDingus',19,9,1,20,0,10,1,18,1,Lobby 2,Semifinals,13.0,1.0,4.0,5.0,Split_1
17.0,MDL,17,18,0,7,2,8,3,8,4,Lobby 2,Semifinals,15.0,0.0,20.0,0.0,Split_1
18.0,Boston Monsters,11,19,0,10,5,19,0,20,0,Lobby 2,Semifinals,18.0,0.0,18.0,4.0,Split_1
19.0,Inspired,9,16,0,15,1,14,0,10,2,Lobby 2,Semifinals,20.0,1.0,16.0,1.0,Split_1
20.0,RL,7,11,4,17,0,16,0,11,0,Lobby 2,Semifinals,14.0,0.0,19.0,0.0,Split_1
1.0,DUMPERS,59,6,14,5,5,13,2,8,4,Lobby 1,Finals,3.0,12.0,8.0,3.0,Split_1
2.0,LVG,59,13,4,2,10,18,0,1,16,Lobby 1,Finals,13.0,1.0,5.0,1.0,Split_1
3.0,My Neck My Back,53,1,10,11,7,19,0,16,2,Lobby 1,Finals,20.0,0.0,1.0,9.0,Split_1
4.0,RCO,47,7,0,1,8,2,5,5,2,Lobby 1,Finals,8.0,0.0,9.0,0.0,Split_1
5.0,RGP,45,4,6,10,1,3,11,13,0,Lobby 1,Finals,5.0,7.0,12.0,0.0,Split_1
6.0,D A B,44,14,0,14,0,5,6,11,0,Lobby 1,Finals,4.0,3.0,4.0,18.0,Split_1
7.0,Unsigned Talent,42,10,2,15,4,17,1,15,1,Lobby 1,Finals,2.0,11.0,7.0,7.0,Split_1
8.0,FNS,42,2,11,20,0,12,1,12,5,Lobby 1,Finals,10.0,1.0,3.0,4.0,Split_1
9.0,AST,40,11,0,3,3,1,7,3,3,Lobby 1,Finals,17.0,0.0,17.0,0.0,Split_1
10.0,LKM,34,18,1,6,8,8,0,2,6,Lobby 1,Finals,15.0,3.0,18.0,1.0,Split_1
11.0,LM,32,5,3,9,5,9,10,19,0,Lobby 1,Finals,12.0,4.0,14.0,0.0,Split_1
12.0,NM,26,3,4,17,0,6,5,18,5,Lobby 1,Finals,18.0,0.0,13.0,1.0,Split_1
13.0,WASH,26,15,0,7,5,20,0,17,4,Lobby 1,Finals,16.0,0.0,2.0,4.0,Split_1
14.0,EQ,25,20,0,19,0,14,3,20,0,Lobby 1,Finals,1.0,6.0,11.0,2.0,Split_1
15.0,Select,22,9,3,4,2,11,0,9,7,Lobby 1,Finals,19.0,0.0,19.0,0.0,Split_1
16.0,LF,17,12,0,16,0,15,0,4,3,Lobby 1,Finals,9.0,0.0,10.0,3.0,Split_1
17.0,ChayKayJay,16,16,0,13,0,7,3,14,1,Lobby 1,Finals,6.0,4.0,16.0,0.0,Split_1
18.0,CAS,15,8,1,8,0,10,0,10,0,Lobby 1,Finals,11.0,1.0,15.0,3.0,Split_1
19.0,ReVive me pls,14,19,0,18,0,4,2,6,0,Lobby 1,Finals,14.0,0.0,6.0,0.0,Split_1
20.0,CCE,13,17,0,12,0,16,0,7,2,Lobby 1,Finals,7.0,4.0,20.0,0.0,Split_1
1.0,RL,61,2,6,2,10,5,2,1,9,Lobby 1,Quarterfinals,,,,,Split_1
2.0,TDG,50,5,5,8,3,2,11,2,7,Lobby 1,Quarterfinals,,,,,Split_1
3.0,Inspired,37,1,9,14,3,10,0,4,5,Lobby 1,Quarterfinals,,,,,Split_1
4.0,ING,35,17,2,16,0,3,11,3,8,Lobby 1,Quarterfinals,,,,,Split_1
5.0,Raw Material,33,13,3,17,4,1,8,5,1,Lobby 1,Quarterfinals,,,,,Split_1
6.0,OA,31,6,8,9,5,15,2,7,7,Lobby 1,Quarterfinals,,,,,Split_1
7.0,ChayKayJay,26,12,0,1,11,11,1,16,0,Lobby 1,Quarterfinals,,,,,Split_1
8.0,UORG,26,3,2,3,6,13,0,9,1,Lobby 1,Quarterfinals,,,,,Split_1
9.0,OFM,24,4,7,11,0,16,3,6,5,Lobby 1,Quarterfinals,,,,,Split_1
10.0,Boston Monsters,23,10,0,5,3,4,6,15,2,Lobby 1,Quarterfinals,,,,,Split_1
11.0,TS,16,8,4,12,6,12,0,8,0,Lobby 1,Quarterfinals,,,,,Split_1
12.0,Sussy Bakas,13,7,4,19,0,14,2,11,2,Lobby 1,Quarterfinals,,,,,Split_1
13.0,Revenge,12,14,1,18,2,9,1,14,4,Lobby 1,Quarterfinals,,,,,Split_1
14.0,Spacelanders,12,16,0,7,4,7,1,12,0,Lobby 1,Quarterfinals,,,,,Split_1
15.0,SLS,10,15,0,4,1,17,0,10,1,Lobby 1,Quarterfinals,,,,,Split_1
16.0,The leftovers,8,18,0,6,0,6,2,17,0,Lobby 1,Quarterfinals,,,,,Split_1
17.0,ill,7,9,2,20,0,18,0,13,2,Lobby 1,Quarterfinals,,,,,Split_1
18.0,Skill Blind,5,11,0,15,0,8,1,18,0,Lobby 1,Quarterfinals,,,,,Split_1
19.0,ZooWeeMama,3,19,2,13,0,19,0,19,0,Lobby 1,Quarterfinals,,,,,Split_1
20.0,Compulsive,2,20,0,10,0,20,0,20,0,Lobby 1,Quarterfinals,,,,,Split_1
1.0,DUMPERS,60,4,7,2,11,5,16,8,6,Lobby 2,Quarterfinals,,,,,Split_1
2.0,Onyx,42,6,3,6,4,7,0,1,14,Lobby 2,Quarterfinals,,,,,Split_1
3.0,EXAgents,39,1,11,3,4,9,2,12,0,Lobby 2,Quarterfinals,,,,,Split_1
4.0,Big3Protagonist,32,20,0,1,11,15,3,13,4,Lobby 2,Quarterfinals,,,,,Split_1
5.0,EQ,32,9,3,10,2,1,11,17,0,Lobby 2,Quarterfinals,,,,,Split_1
6.0,MDL,30,2,3,11,0,2,8,20,0,Lobby 2,Quarterfinals,,,,,Split_1
7.0,LM,28,8,7,16,0,10,6,9,9,Lobby 2,Quarterfinals,,,,,Split_1
8.0,CAS,23,7,2,12,3,4,4,4,0,Lobby 2,Quarterfinals,,,,,Split_1
9.0,SDO,21,14,0,5,1,6,1,5,7,Lobby 2,Quarterfinals,,,,,Split_1
10.0,Big FNA,18,3,10,15,0,20,0,18,0,Lobby 2,Quarterfinals,,,,,Split_1
11.0,FNS,18,13,0,4,1,12,0,6,7,Lobby 2,Quarterfinals,,,,,Split_1
12.0,Pirate Nation,16,15,3,19,3,18,0,3,2,Lobby 2,Quarterfinals,,,,,Split_1
13.0,Bunch of APES,16,16,2,14,0,14,0,2,3,Lobby 2,Quarterfinals,,,,,Split_1
14.0,N U M,15,19,1,7,9,13,0,15,0,Lobby 2,Quarterfinals,,,,,Split_1
15.0,TPM,12,17,4,18,0,19,3,7,2,Lobby 2,Quarterfinals,,,,,Split_1
16.0,Wonderboys,10,11,2,9,2,8,1,19,0,Lobby 2,Quarterfinals,,,,,Split_1
17.0,Quasar,9,12,1,8,0,11,1,10,1,Lobby 2,Quarterfinals,,,,,Split_1
18.0,VHS,9,10,0,17,0,3,0,16,0,Lobby 2,Quarterfinals,,,,,Split_1
19.0,Phantom Troupe,5,5,0,20,0,16,0,11,0,Lobby 2,Quarterfinals,,,,,Split_1
20.0,N U M,3,18,0,13,1,17,0,14,0,Lobby 2,Quarterfinals,,,,,Split_1
1.0,My Neck My Back,90,14,6,1,13,1,17,1,17,Lobby 3,Quarterfinals,,,,,Split_1
2.0,WASH,59,1,11,3,13,15,3,2,3,Lobby 3,Quarterfinals,,,,,Split_1
3.0,RCO,34,8,1,2,5,10,0,3,8,Lobby 3,Quarterfinals,,,,,Split_1
4.0,GSG,31,12,3,8,4,2,3,6,6,Lobby 3,Quarterfinals,,,,,Split_1
5.0,NM,28,5,8,16,3,5,6,10,1,Lobby 3,Quarterfinals,,,,,Split_1
6.0,LVG,26,6,9,15,1,7,4,8,3,Lobby 3,Quarterfinals,,,,,Split_1
7.0,trippin,25,11,3,6,4,3,5,15,1,Lobby 3,Quarterfinals,,,,,Split_1
8.0,FluidGaming,23,2,6,19,0,11,0,11,6,Lobby 3,Quarterfinals,,,,,Split_1
9.0,Goth Girl TikTok,22,15,5,17,0,4,9,16,2,Lobby 3,Quarterfinals,,,,,Split_1
10.0,New Misfits,19,20,1,4,6,12,4,9,0,Lobby 3,Quarterfinals,,,,,Split_1
11.0,Baguette Babes,19,3,1,14,0,13,1,5,4,Lobby 3,Quarterfinals,,,,,Split_1
12.0,hi rollers,14,9,0,10,5,14,0,7,1,Lobby 3,Quarterfinals,,,,,Split_1
13.0,F451,14,4,1,5,1,6,0,18,0,Lobby 3,Quarterfinals,,,,,Split_1
14.0,trash,12,18,1,7,2,9,1,12,2,Lobby 3,Quarterfinals,,,,,Split_1
15.0,Zest,8,16,1,9,1,20,0,14,3,Lobby 3,Quarterfinals,,,,,Split_1
16.0,MBS,7,10,0,13,0,19,0,13,3,Lobby 3,Quarterfinals,,,,,Split_1
17.0,Peaky Blinders,7,13,0,12,0,17,0,4,0,Lobby 3,Quarterfinals,,,,,Split_1
18.0,LKM,5,17,1,20,0,8,2,20,0,Lobby 3,Quarterfinals,,,,,Split_1
19.0,Alliance Esports,4,7,1,18,0,18,0,19,0,Lobby 3,Quarterfinals,,,,,Split_1
20.0,Them Boiz,1,19,0,11,0,16,0,17,0,Lobby 3,Quarterfinals,,,,,Split_1
1.0,Code Cloud,48,4,9,2,8,3,7,12,2,Lobby 4,Quarterfinals,,,,,Split_1
2.0,RAWR,48,2,4,20,0,8,5,1,16,Lobby 4,Quarterfinals,,,,,Split_1
3.0,SAF,47,1,14,15,0,9,6,4,7,Lobby 4,Quarterfinals,,,,,Split_1
4.0,WashedApexPreds,45,6,4,4,11,1,10,16,0,Lobby 4,Quarterfinals,,,,,Split_1
5.0,CCE,39,8,5,1,18,18,0,15,1,Lobby 4,Quarterfinals,,,,,Split_1
6.0,Kaged,32,7,2,13,0,2,6,3,4,Lobby 4,Quarterfinals,,,,,Split_1
7.0,Dark Matter,29,5,9,7,4,5,5,20,0,Lobby 4,Quarterfinals,,,,,Split_1
8.0,AST,22,17,0,12,2,10,7,10,8,Lobby 4,Quarterfinals,,,,,Split_1
9.0,Already Peaked,18,18,0,11,2,7,0,2,3,Lobby 4,Quarterfinals,,,,,Split_1
10.0,ROT,18,3,1,17,0,4,1,6,1,Lobby 4,Quarterfinals,,,,,Split_1
11.0,Lifted,17,13,2,3,4,15,0,11,1,Lobby 4,Quarterfinals,,,,,Split_1
12.0,Unit Gaming,13,15,1,8,0,17,0,7,6,Lobby 4,Quarterfinals,,,,,Split_1
13.0,D A B,11,16,0,14,1,6,3,13,2,Lobby 4,Quarterfinals,,,,,Split_1
14.0,Bocek Bandits,10,14,0,18,0,11,1,5,3,Lobby 4,Quarterfinals,,,,,Split_1
15.0,Bots-R-Us,8,11,0,9,3,16,0,8,0,Lobby 4,Quarterfinals,,,,,Split_1
16.0,Team Name,7,12,1,5,0,19,0,18,1,Lobby 4,Quarterfinals,,,,,Split_1
17.0,Easy,6,19,0,19,0,13,3,14,1,Lobby 4,Quarterfinals,,,,,Split_1
18.0,Dad Squad,6,9,2,16,0,20,0,9,0,Lobby 4,Quarterfinals,,,,,Split_1
19.0,RIP,6,10,0,6,0,12,0,17,0,Lobby 4,Quarterfinals,,,,,Split_1
20.0,Royalty,4,20,0,10,0,14,0,19,1,Lobby 4,Quarterfinals,,,,,Split_1
1.0,LM,68,13,7,18,1,11,7,1,11,Lobby 1,Semifinals,16.0,0.0,1.0,16.0,Split_1
2.0,DUMPERS,55,1,9,4,9,14,4,9,7,Lobby 1,Semifinals,14.0,4.0,11.0,0.0,Split_1
3.0,Onyx,51,10,3,3,8,1,7,14,0,Lobby 1,Semifinals,9.0,3.0,10.0,4.0,Split_1
4.0,UORG,51,3,1,10,4,4,2,20,0,Lobby 1,Semifinals,1.0,7.0,3.0,4.0,Split_1
5.0,RL,49,6,6,7,2,13,3,5,7,Lobby 1,Semifinals,3.0,10.0,7.0,0.0,Split_1
6.0,TDG,45,2,6,5,3,8,0,10,1,Lobby 1,Semifinals,7.0,5.0,4.0,5.0,Split_1
7.0,SDO,41,20,0,1,10,3,2,12,2,Lobby 1,Semifinals,18.0,0.0,5.0,3.0,Split_1
8.0,CAS,40,8,1,14,1,10,3,3,7,Lobby 1,Semifinals,4.0,9.0,12.0,1.0,Split_1
9.0,Big3Protagonist,37,9,7,13,0,2,6,6,1,Lobby 1,Semifinals,6.0,1.0,13.0,3.0,Split_1
10.0,OA,36,15,0,2,3,7,2,15,1,Lobby 1,Semifinals,2.0,2.0,9.0,3.0,Split_1
11.0,Boston Monsters,29,12,2,8,3,20,0,19,0,Lobby 1,Semifinals,17.0,0.0,2.0,12.0,Split_1
12.0,MDL,28,17,0,19,0,15,0,2,3,Lobby 1,Semifinals,5.0,4.0,6.0,4.0,Split_1
13.0,ChayKayJay,26,14,0,15,1,5,3,7,3,Lobby 1,Semifinals,10.0,8.0,18.0,0.0,Split_1
14.0,Inspired,25,11,4,6,1,6,6,11,2,Lobby 1,Semifinals,15.0,0.0,14.0,2.0,Split_1
15.0,ING,22,7,1,11,2,9,9,13,1,Lobby 1,Semifinals,19.0,0.0,8.0,0.0,Split_1
16.0,Raw Material,22,19,0,9,3,17,1,4,8,Lobby 1,Semifinals,8.0,1.0,19.0,0.0,Split_1
17.0,OFM,14,4,7,17,1,16,0,16,0,Lobby 1,Semifinals,13.0,0.0,16.0,0.0,Split_1
18.0,EQ,14,5,2,20,0,19,0,8,3,Lobby 1,Semifinals,12.0,1.0,15.0,0.0,Split_1
19.0,Big FNA,4,16,0,12,3,18,0,17,0,Lobby 1,Semifinals,20.0,0.0,20.0,0.0,Split_1
20.0,EXAgents,2,18,0,16,0,12,0,18,0,Lobby 1,Semifinals,11.0,0.0,17.0,0.0,Split_1
1.0,AST,78,4,13,10,0,1,17,2,17,Lobby 2,Semifinals,19.0,1.0,18.0,2.0,Split_1
2.0,My Neck My Back,69,1,9,12,0,2,5,5,6,Lobby 2,Semifinals,2.0,7.0,9.0,5.0,Split_1
3.0,RCO,67,11,2,2,2,3,3,10,1,Lobby 2,Semifinals,1.0,7.0,3.0,14.0,Split_1
4.0,LVG,50,13,0,1,12,18,0,14,0,Lobby 2,Semifinals,5.0,1.0,1.0,7.0,Split_1
5.0,GSG,46,9,6,14,4,6,3,1,8,Lobby 2,Semifinals,9.0,4.0,11.0,0.0,Split_1
6.0,NM,42,3,2,6,6,4,4,17,3,Lobby 2,Semifinals,13.0,5.0,12.0,5.0,Split_1
7.0,FluidGaming,38,7,7,11,5,14,2,8,4,Lobby 2,Semifinals,10.0,5.0,6.0,3.0,Split_1
8.0,Code Cloud,38,18,2,7,1,7,4,9,4,Lobby 2,Semifinals,3.0,6.0,4.0,1.0,Split_1
9.0,SAF,32,2,6,17,0,11,4,13,3,Lobby 2,Semifinals,15.0,0.0,7.0,4.0,Split_1
10.0,WashedApexPreds,29,10,1,4,2,8,1,7,1,Lobby 2,Semifinals,12.0,3.0,10.0,6.0,Split_1
11.0,New Misfits,29,16,3,5,5,15,3,3,1,Lobby 2,Semifinals,17.0,1.0,5.0,0.0,Split_1
12.0,Kaged,29,6,2,3,3,10,0,12,0,Lobby 2,Semifinals,14.0,0.0,2.0,1.0,Split_1
13.0,RAWR,23,5,0,16,1,12,3,6,3,Lobby 2,Semifinals,4.0,3.0,19.0,0.0,Split_1
14.0,Already Peaked,19,15,0,8,4,17,1,18,0,Lobby 2,Semifinals,7.0,5.0,8.0,1.0,Split_1
15.0,Dark Matter,19,8,0,9,4,5,4,15,0,Lobby 2,Semifinals,11.0,1.0,16.0,0.0,Split_1
16.0,WASH,17,17,0,13,5,9,3,11,0,Lobby 2,Semifinals,6.0,1.0,14.0,0.0,Split_1
17.0,Goth Girl TikTok,13,14,0,15,0,16,0,4,3,Lobby 2,Semifinals,8.0,0.0,13.0,0.0,Split_1
18.0,ROT,10,12,3,19,0,19,0,16,1,Lobby 2,Semifinals,16.0,5.0,20.0,0.0,Split_1
19.0,trippin,8,20,0,18,3,20,0,20,0,Lobby 2,Semifinals,20.0,0.0,17.0,5.0,Split_1
20.0,CCE,7,19,0,20,0,13,2,19,2,Lobby 2,Semifinals,18.0,1.0,15.0,0.0,Split_1
1.0,DUMPERS,66,10,5,2,4,1,20,3,4,Lobby 1,Finals,9.0,1.0,17.0,0.0,Split_1
2.0,LM,54,13,3,19,1,8,4,1,11,Lobby 1,Finals,6.0,10.0,16.0,7.0,Split_1
3.0,SAF,50,2,9,12,8,19,0,10,2,Lobby 1,Finals,2.0,8.0,15.0,1.0,Split_1
4.0,LVG,49,4,12,7,3,4,9,6,1,Lobby 1,Finals,13.0,3.0,14.0,3.0,Split_1
5.0,Onyx,47,17,0,10,2,18,0,4,3,Lobby 1,Finals,1.0,12.0,7.0,8.0,Split_1
6.0,RCO,46,9,0,1,8,7,0,17,1,Lobby 1,Finals,3.0,5.0,4.0,3.0,Split_1
7.0,TDG,36,1,3,8,3,3,0,19,0,Lobby 1,Finals,4.0,1.0,8.0,1.0,Split_1
8.0,RL,35,16,1,4,0,14,0,12,0,Lobby 1,Finals,7.0,8.0,2.0,7.0,Split_1
9.0,My Neck My Back,34,20,0,13,1,11,5,2,6,Lobby 1,Finals,14.0,0.0,5.0,6.0,Split_1
10.0,SDO,33,19,0,17,0,6,6,18,0,Lobby 1,Finals,10.0,3.0,1.0,7.0,Split_1
11.0,GSG,32,12,4,5,7,9,4,14,3,Lobby 1,Finals,12.0,4.0,13.0,0.0,Split_1
12.0,CAS,32,14,2,9,8,15,1,9,1,Lobby 1,Finals,8.0,2.0,6.0,7.0,Split_1
13.0,Big3Protagonist,30,18,0,3,8,2,3,7,0,Lobby 1,Finals,18.0,0.0,20.0,0.0,Split_1
14.0,Code Cloud,26,5,5,16,0,13,1,8,9,Lobby 1,Finals,15.0,0.0,11.0,2.0,Split_1
15.0,OA,25,3,2,6,2,10,2,13,1,Lobby 1,Finals,17.0,0.0,9.0,3.0,Split_1
16.0,AST,23,11,3,14,0,17,0,5,12,Lobby 1,Finals,16.0,2.0,18.0,0.0,Split_1
17.0,UORG,18,7,4,20,0,5,1,11,1,Lobby 1,Finals,11.0,0.0,10.0,1.0,Split_1
18.0,Kaged,15,8,0,15,0,16,0,15,0,Lobby 1,Finals,5.0,0.0,3.0,0.0,Split_1
19.0,NM,11,15,0,11,0,12,3,20,1,Lobby 1,Finals,20.0,0.0,12.0,3.0,Split_1
20.0,FluidGaming,8,6,2,18,3,20,0,16,0,Lobby 1,Finals,19.0,0.0,19.0,0.0,Split_1
1.0,DUMPERS,74,3,10,1,11,8,4,1,16,Lobby 1,Quarterfinals,,,,,Split_1
2.0,CCE,49,14,0,4,5,1,13,7,10,Lobby 1,Quarterfinals,,,,,Split_1
3.0,WASH,45,12,6,2,10,12,5,3,6,Lobby 1,Quarterfinals,,,,,Split_1
4.0,FluidGaming,36,2,6,11,1,5,5,4,5,Lobby 1,Quarterfinals,,,,,Split_1
5.0,Onyx,27,7,4,5,8,11,0,6,4,Lobby 1,Quarterfinals,,,,,Split_1
6.0,SirRainNoody,26,1,8,15,1,14,3,17,0,Lobby 1,Quarterfinals,,,,,Split_1
7.0,Flex Offenders,24,13,1,7,4,6,6,5,2,Lobby 1,Quarterfinals,,,,,Split_1
8.0,Were Just Better,22,16,0,10,2,2,7,8,0,Lobby 1,Quarterfinals,,,,,Split_1
9.0,EQ,19,20,0,19,3,7,2,2,2,Lobby 1,Quarterfinals,,,,,Split_1
10.0,Droolers,17,8,5,9,0,15,3,14,3,Lobby 1,Quarterfinals,,,,,Split_1
11.0,trash,17,4,4,8,2,19,0,11,3,Lobby 1,Quarterfinals,,,,,Split_1
12.0,JustSomeWarriors,15,5,5,14,0,17,3,10,0,Lobby 1,Quarterfinals,,,,,Split_1
13.0,ROT,14,11,6,16,0,18,0,13,6,Lobby 1,Quarterfinals,,,,,Split_1
14.0,Revenge,14,9,3,20,0,4,2,9,0,Lobby 1,Quarterfinals,,,,,Split_1
15.0,Compulsive,13,17,0,3,6,16,0,16,0,Lobby 1,Quarterfinals,,,,,Split_1
16.0,Anarchy,13,10,0,13,0,3,3,19,0,Lobby 1,Quarterfinals,,,,,Split_1
17.0,Bunch of APES,11,15,0,6,4,10,0,12,0,Lobby 1,Quarterfinals,,,,,Split_1
18.0,Kineticz,9,6,2,18,0,9,1,15,0,Lobby 1,Quarterfinals,,,,,Split_1
19.0,Team Savage,2,18,0,17,1,13,0,18,0,Lobby 1,Quarterfinals,,,,,Split_1
20.0,Topshelf Killers,1,19,0,12,0,20,0,20,0,Lobby 1,Quarterfinals,,,,,Split_1
1.0,LKM,65,1,13,1,15,5,8,15,0,Lobby 2,Quarterfinals,,,,,Split_1
2.0,SAF,56,2,13,2,6,6,8,8,6,Lobby 2,Quarterfinals,,,,,Split_1
3.0,RCO,44,3,2,11,6,4,4,2,10,Lobby 2,Quarterfinals,,,,,Split_1
4.0,CAS,42,9,4,3,5,1,7,6,2,Lobby 2,Quarterfinals,,,,,Split_1
5.0,Baguette Babes,40,16,3,4,0,3,5,1,8,Lobby 2,Quarterfinals,,,,,Split_1
6.0,FNS,37,5,7,6,5,12,1,4,11,Lobby 2,Quarterfinals,,,,,Split_1
7.0,SDO,32,4,6,16,2,2,7,10,1,Lobby 2,Quarterfinals,,,,,Split_1
8.0,WTG,21,10,0,8,9,9,0,9,4,Lobby 2,Quarterfinals,,,,,Split_1
9.0,Inspired,16,15,1,9,1,14,4,5,2,Lobby 2,Quarterfinals,,,,,Split_1
10.0,EXAgents,14,19,1,12,3,13,8,16,0,Lobby 2,Quarterfinals,,,,,Split_1
11.0,Already Peaked,11,6,2,5,1,11,0,17,0,Lobby 2,Quarterfinals,,,,,Split_1
12.0,N U M,10,8,1,15,2,16,3,11,0,Lobby 2,Quarterfinals,,,,,Split_1
13.0,Dood,10,20,0,18,0,15,0,3,2,Lobby 2,Quarterfinals,,,,,Split_1
14.0,BootyBoyz,9,11,0,14,3,19,0,13,3,Lobby 2,Quarterfinals,,,,,Split_1
15.0,Team Delta,9,12,1,13,0,7,2,14,0,Lobby 2,Quarterfinals,,,,,Split_1
16.0,Boston Monsters,8,13,2,20,0,10,0,12,2,Lobby 2,Quarterfinals,,,,,Split_1
17.0,The Game Men,7,14,0,10,1,18,0,18,3,Lobby 2,Quarterfinals,,,,,Split_1
18.0,Team Name,7,17,2,7,0,8,0,20,0,Lobby 2,Quarterfinals,,,,,Split_1
19.0,Quasar,6,18,0,17,0,17,0,7,3,Lobby 2,Quarterfinals,,,,,Split_1
20.0,Beverage Club,4,7,1,19,0,20,0,19,0,Lobby 2,Quarterfinals,,,,,Split_1
1.0,LM,101,13,2,1,15,1,24,1,23,Lobby 3,Quarterfinals,,,,,Split_1
2.0,Xile Esports,30,7,3,5,6,3,7,17,0,Lobby 3,Quarterfinals,,,,,Split_1
3.0,MexicanVtubers,30,1,7,9,3,5,0,9,0,Lobby 3,Quarterfinals,,,,,Split_1
4.0,LVG,28,4,9,15,3,8,6,18,2,Lobby 3,Quarterfinals,,,,,Split_1
5.0,Big3Protagonist,28,3,9,8,0,7,0,4,2,Lobby 3,Quarterfinals,,,,,Split_1
6.0,NM,26,8,5,4,6,6,2,11,2,Lobby 3,Quarterfinals,,,,,Split_1
7.0,RL,26,5,5,12,3,4,3,7,2,Lobby 3,Quarterfinals,,,,,Split_1
8.0,CDE,25,16,0,16,3,11,1,2,11,Lobby 3,Quarterfinals,,,,,Split_1
9.0,ING,20,17,3,11,1,9,4,8,7,Lobby 3,Quarterfinals,,,,,Split_1
10.0,Siracha,20,9,0,2,5,12,3,16,0,Lobby 3,Quarterfinals,,,,,Split_1
11.0,Keys7,20,10,0,3,4,17,0,3,0,Lobby 3,Quarterfinals,,,,,Split_1
12.0,Them Boiz,18,20,0,6,0,2,4,12,1,Lobby 3,Quarterfinals,,,,,Split_1
13.0,WashedApexPreds,17,12,1,7,4,20,0,5,4,Lobby 3,Quarterfinals,,,,,Split_1
14.0,Sussy Bakas,15,14,2,10,1,10,3,6,1,Lobby 3,Quarterfinals,,,,,Split_1
15.0,trippin,13,2,3,17,0,19,0,15,0,Lobby 3,Quarterfinals,,,,,Split_1
16.0,OSU Esports,9,6,3,18,0,13,0,10,0,Lobby 3,Quarterfinals,,,,,Split_1
17.0,Crusaders,6,18,1,14,4,18,0,19,0,Lobby 3,Quarterfinals,,,,,Split_1
18.0,Three Lil Bots,3,15,0,13,0,16,0,13,0,Lobby 3,Quarterfinals,,,,,Split_1
19.0,Carbon Esports,2,19,0,19,0,14,0,14,0,Lobby 3,Quarterfinals,,,,,Split_1
20.0,LF,2,11,0,20,0,15,0,20,0,Lobby 3,Quarterfinals,,,,,Split_1
1.0,My Neck My Back,53,14,2,10,8,1,10,3,11,Lobby 4,Quarterfinals,,,,,Split_1
2.0,AST,38,1,9,5,6,14,6,17,0,Lobby 4,Quarterfinals,,,,,Split_1
3.0,OA,38,4,3,2,6,8,2,4,6,Lobby 4,Quarterfinals,,,,,Split_1
4.0,hi rollers,35,19,0,7,3,5,4,1,9,Lobby 4,Quarterfinals,,,,,Split_1
5.0,GNR,31,3,9,15,3,3,3,15,0,Lobby 4,Quarterfinals,,,,,Split_1
6.0,D A B,31,5,3,16,0,2,5,5,6,Lobby 4,Quarterfinals,,,,,Split_1
7.0,RAWR,26,6,5,13,5,7,7,8,0,Lobby 4,Quarterfinals,,,,,Split_1
8.0,Undisputed,24,13,1,1,7,9,1,18,0,Lobby 4,Quarterfinals,,,,,Split_1
9.0,Code Cloud,23,9,6,6,1,4,5,11,0,Lobby 4,Quarterfinals,,,,,Split_1
10.0,Raw Material,23,15,0,3,7,10,3,7,0,Lobby 4,Quarterfinals,,,,,Split_1
11.0,WKM,21,2,6,12,1,11,2,14,0,Lobby 4,Quarterfinals,,,,,Split_1
12.0,NTV,18,11,4,9,5,15,0,9,3,Lobby 4,Quarterfinals,,,,,Split_1
13.0,ZERO,17,10,1,4,0,6,1,6,2,Lobby 4,Quarterfinals,,,,,Split_1
14.0,N U M,15,17,0,14,0,17,0,2,5,Lobby 4,Quarterfinals,,,,,Split_1
15.0,TDG,9,16,0,8,0,18,0,12,6,Lobby 4,Quarterfinals,,,,,Split_1
16.0,Name a Time,8,8,0,17,0,16,3,16,3,Lobby 4,Quarterfinals,,,,,Split_1
17.0,UNDD,8,7,0,18,0,12,0,10,2,Lobby 4,Quarterfinals,,,,,Split_1
18.0,Beep Boop Bots,3,18,1,19,0,13,0,13,0,Lobby 4,Quarterfinals,,,,,Split_1
19.0,New Misfits,2,12,0,11,0,19,0,19,0,Lobby 4,Quarterfinals,,,,,Split_1
20.0,T-State,0,20,0,20,0,20,0,20,0,Lobby 4,Quarterfinals,,,,,Split_1
1.0,SAF,65,8,4,1,12,6,4,3,6,Lobby 1,Semifinals,19.0,0.0,3.0,8.0,Split_1
2.0,DUMPERS,63,2,9,17,1,4,9,5,6,Lobby 1,Semifinals,5.0,10.0,13.0,5.0,Split_1
3.0,WASH,62,6,2,9,4,1,9,2,13,Lobby 1,Semifinals,20.0,0.0,4.0,3.0,Split_1
4.0,CAS,52,10,0,3,3,2,11,4,4,Lobby 1,Semifinals,6.0,8.0,17.0,0.0,Split_1
5.0,Onyx,41,11,5,14,3,8,0,11,1,Lobby 1,Semifinals,2.0,4.0,2.0,5.0,Split_1
